Price_Milk,Price_Chocolate,Price_Soup,Price_Ramen,Demand_Milk,Demand_Chocolate,Demand_Soup,Demand_Ramen
4.1,6.77,2.57,1.71,906,59,299,160
5.28,4.81,2.75,1.9,459,40,179,143
2.32,6.37,2.04,1.18,1370,115,633,356
2.82,4.43,5.18,1.0,1302,177,136,1148
1.9,7.65,3.92,2.44,1376,91,303,115
4.15,7.73,2.9,1.15,869,54,193,451
3.19,7.66,5.83,2.54,809,98,101,131
1.88,3.01,5.58,2.23,1416,215,199,299
5.35,7.45,4.6,1.99,454,61,102,85
1.74,7.08,5.73,2.59,1913,160,163,336
2.91,3.85,5.06,1.29,1419,93,101,843
4.68,7.21,2.46,0.28,549,59,103,7057
2.89,7.81,4.97,3.37,1113,97,232,72
2.9,7.65,5.2,1.53,842,78,156,494
2.22,7.78,3.71,1.54,1356,91,234,390
5.11,5.66,4.91,2.94,556,103,115,42
3.54,2.46,5.33,1.85,609,120,89,270
4.14,6.64,2.62,2.64,580,72,384,72
5.45,6.95,4.92,2.11,386,46,127,130
3.23,3.78,5.4,1.04,976,124,120,879
2.28,3.53,2.42,0.47,1355,269,164,3003
4.1,7.29,4.6,1.1,649,89,98,793
2.24,5.22,5.33,2.42,1452,103,198,280
1.66,5.87,4.1,1.48,1964,220,170,696
5.23,2.93,4.88,1.42,377,143,73,283
3.03,2.95,3.39,2.51,746,190,302,192
1.61,2.17,2.72,2.83,1826,321,675,138
3.78,3.03,5.27,0.46,907,132,61,4863
3.63,5.91,5.41,3.07,747,85,135,96
3.93,6.13,3.16,2.76,799,64,309,130
2.32,6.29,3.16,3.07,1604,41,361,127
1.61,5.47,5.13,2.2,2024,240,221,337
2.56,2.45,2.5,1.92,1177,249,529,246
3.37,2.07,4.34,3.36,970,183,190,91
3.61,7.94,5.73,1.49,699,87,69,563
4.25,3.55,4.07,2.33,786,108,184,139
3.36,6.45,3.56,1.57,746,79,239,508
2.76,5.73,3.37,1.85,1244,139,190,287
4.03,6.74,5.42,3.44,728,45,123,97
2.48,3.73,2.35,0.1,1496,198,163,61977
5.1,6.94,3.59,2.93,412,45,205,68
4.17,6.13,2.15,0.3,554,76,148,5332
1.89,7.18,5.38,0.9,1438,160,130,1703
4.33,6.84,4.04,3.47,674,77,213,43
1.65,2.53,3.96,2.26,1463,429,299,364
2.44,3.18,4.21,1.08,1057,176,191,989
2.47,5.01,3.46,3.11,1510,113,380,132
5.49,3.13,5.01,0.5,365,105,57,2333
4.6,3.71,3.54,3.14,613,97,217,56
1.92,4.31,3.05,0.82,1074,181,352,2557
3.66,7.72,2.43,2.34,777,57,252,164
4.57,6.42,3.71,2.94,763,71,187,69
3.85,5.69,5.37,0.52,742,88,62,3066
4.61,7.71,2.16,3.09,529,75,442,74
4.44,4.84,5.83,3.23,878,94,88,79
4.88,7.38,3.88,3.06,753,41,161,100
2.32,5.94,3.14,0.74,1278,128,328,1768
2.34,7.96,2.84,1.43,1119,86,349,309
1.58,6.63,3.68,1.02,1983,198,309,1326
2.5,3.05,5.15,3.26,1379,117,279,109
4.75,2.01,5.8,1.71,609,182,87,232
5.27,7.24,2.65,1.76,361,49,197,162
3.16,6.67,5.86,1.63,1066,79,83,427
3.89,3.86,3.02,3.0,664,150,280,53
2.35,7.14,2.44,0.54,1732,122,286,3937
1.51,4.51,3.1,2.25,2205,237,409,375
2.59,3.3,3.55,2.43,1279,132,341,310
2.39,5.98,2.55,0.46,1356,134,222,3009
3.04,5.66,2.48,0.83,861,108,357,745
1.88,2.85,4.4,0.19,2077,241,145,18875
3.28,6.77,4.0,1.76,1190,113,159,385
2.18,5.33,5.92,2.58,1262,191,152,237
5.12,6.4,3.53,2.33,534,84,77,98
3.69,3.28,3.9,2.17,737,150,138,205
4.24,5.89,4.13,1.38,820,57,126,424
2.15,4.15,4.57,2.77,1138,137,314,169
4.64,4.2,2.18,1.63,342,112,216,193
4.56,6.9,3.69,1.1,669,67,67,701
5.38,3.9,3.48,2.4,655,98,185,85
2.74,6.87,4.0,0.16,999,83,82,31237
1.84,4.43,2.59,1.39,1231,192,439,382
2.95,2.32,5.23,2.38,1070,243,145,216
5.12,6.46,3.33,1.67,585,55,186,216
4.5,7.08,2.87,2.28,732,47,271,113
2.57,6.61,4.49,2.39,1029,93,206,124
5.24,5.7,4.8,3.49,469,85,148,33
1.69,3.94,3.52,2.92,1876,255,451,158
2.29,3.77,4.41,1.48,1427,160,211,759
5.19,7.76,3.2,3.25,462,44,155,59
3.67,2.36,5.34,0.45,756,171,94,5174
4.43,6.19,4.81,2.43,560,57,96,164
2.83,7.17,3.62,2.91,832,105,242,184
2.63,7.29,2.84,0.98,1076,86,185,1096
3.93,5.6,5.66,3.37,634,81,172,86
4.71,2.12,3.22,0.21,564,151,69,11397
2.66,3.46,3.1,3.1,1469,224,369,120
1.89,7.76,5.37,3.14,1223,125,191,127
5.19,3.17,2.9,0.78,402,122,135,1082
2.6,5.27,4.29,1.84,1136,109,195,369
1.93,2.67,5.55,0.42,1551,283,119,6589
2.76,6.58,2.37,3.43,1185,109,364,88
3.94,4.22,3.62,1.37,877,110,107,356
5.32,7.8,5.12,0.17,306,65,28,17038
2.04,7.84,5.29,1.23,1425,96,159,679
2.79,6.42,5.43,2.64,1004,99,175,133
4.78,5.64,3.77,3.23,500,66,217,68
4.47,2.65,4.88,2.34,512,120,158,179
4.95,5.2,4.57,0.79,513,77,79,1320
2.07,3.12,3.06,0.18,2053,250,122,29840
3.42,7.94,5.75,1.34,773,54,126,426
5.26,2.53,5.22,0.98,436,167,49,537
1.84,6.69,4.33,2.85,2912,99,223,260
3.58,5.7,4.68,0.2,624,87,49,19886
2.78,3.77,3.37,2.37,1323,228,167,170
5.32,7.93,4.5,3.06,479,38,117,75
5.09,7.84,3.57,2.94,582,47,182,39
3.44,5.93,5.55,1.42,945,61,137,356
4.53,2.88,2.31,0.67,725,114,140,1177
4.47,2.04,5.09,1.11,634,142,69,726
1.52,2.33,3.48,2.75,2097,411,488,231
2.96,6.5,2.74,1.53,1279,101,297,256
3.3,5.85,4.93,0.25,741,106,61,11504
3.76,3.69,2.55,2.38,708,104,362,161
5.27,6.42,4.63,0.71,408,57,54,1433
2.24,4.49,2.77,3.04,1521,123,614,141
4.14,5.33,5.23,0.6,435,85,62,2180
4.58,6.68,2.57,2.59,438,49,238,88
1.77,5.86,5.97,0.64,1664,139,105,3751
2.93,5.79,5.78,1.81,978,115,131,237
1.62,5.25,5.69,3.16,1502,185,266,163
1.7,6.03,2.04,1.82,1619,169,709,286
5.2,3.17,2.48,0.37,428,100,146,3657
5.26,4.22,2.38,0.59,398,93,146,1353
3.88,6.75,4.97,3.5,674,93,137,88
2.08,7.67,3.32,2.37,1197,91,368,274
5.18,3.91,3.2,1.32,341,111,198,381
1.58,4.01,3.15,0.43,1898,248,282,8845
2.65,2.66,3.1,3.33,1613,192,335,63
2.23,4.27,3.14,1.69,946,213,344,490
5.13,7.17,4.83,0.34,547,67,51,3351
2.07,5.1,5.91,1.23,1749,149,138,1030
2.03,6.39,5.86,1.47,1913,78,165,697
2.05,2.7,3.82,1.19,1123,299,257,873
2.7,2.37,5.86,0.81,823,261,96,1426
4.83,7.99,3.16,1.94,429,56,163,136
1.86,6.8,2.52,0.42,1294,144,237,5475
2.71,3.29,5.92,1.88,1097,238,101,476
4.06,6.6,2.46,0.58,770,88,216,1931
1.62,7.36,5.36,2.67,2521,184,302,228
4.22,3.14,4.9,0.23,589,142,34,17220
5.14,6.0,2.05,2.64,519,89,334,84
2.02,6.41,4.38,1.51,1462,83,314,749
2.5,6.37,3.49,1.4,1607,113,209,613
2.24,7.93,2.66,0.7,1186,67,262,2371
4.05,4.58,4.92,2.22,559,101,130,143
2.71,5.59,5.28,3.27,906,108,161,113
3.17,2.32,3.34,1.8,852,271,121,352
5.09,5.66,4.28,3.14,501,69,124,73
4.98,5.0,5.9,2.06,510,74,81,203
4.86,6.63,4.76,2.17,708,71,109,166
4.06,5.8,5.49,1.64,701,104,104,307
3.48,4.64,2.08,2.7,726,68,571,86
1.86,5.58,3.37,0.73,1932,137,208,1830
1.68,7.19,2.09,1.06,2205,118,615,1555
3.85,7.51,5.59,2.95,809,34,84,151
1.74,5.97,4.2,2.47,2102,131,292,190
1.98,6.44,2.32,0.4,1632,151,388,5591
5.23,5.73,4.28,1.47,615,49,65,294
3.88,3.95,3.43,0.68,975,130,99,1340
1.56,6.09,4.49,0.36,2200,192,162,12716
5.37,7.6,2.67,2.28,341,51,237,115
2.23,7.07,5.32,2.42,1501,130,132,262
2.01,5.64,4.94,2.84,1299,170,213,203
2.43,4.28,3.0,0.27,1508,157,172,15014
3.26,4.34,5.81,0.35,980,127,57,8776
1.67,2.71,3.74,1.81,1969,324,417,619
4.89,7.09,3.65,0.96,643,66,147,764
3.89,3.16,4.69,0.59,732,126,89,2651
3.87,6.74,2.83,2.61,940,78,169,120
1.6,2.12,4.5,0.27,1590,283,99,24024
2.89,7.9,4.43,1.16,1193,106,167,599
1.85,2.45,3.72,0.97,1910,396,225,1792
3.43,4.21,2.76,1.98,863,151,297,283
4.19,3.7,2.45,3.1,756,135,370,56
5.46,5.17,5.72,2.33,449,63,67,149
2.77,5.85,3.88,3.03,1105,101,335,103
5.05,7.74,4.3,2.39,553,52,126,147
5.38,6.18,2.35,0.15,527,43,105,12210
3.24,4.37,3.85,3.39,670,119,272,98
5.46,2.64,5.4,0.51,598,154,47,2861
2.01,6.93,3.78,2.43,1351,95,286,220
3.65,3.48,2.89,2.34,574,129,202,136
3.32,5.74,2.13,1.72,695,74,362,262
2.16,6.36,5.64,1.28,1347,129,105,888
1.51,5.05,4.89,2.49,1861,219,333,404
4.89,3.13,2.78,2.78,528,74,231,71
5.01,2.35,2.35,1.41,744,104,225,245
3.84,7.29,3.63,1.4,764,69,195,414
4.64,7.33,3.45,1.89,460,67,145,174
3.29,2.69,4.39,0.73,641,124,136,1862
1.69,5.19,3.92,2.72,1699,173,370,261
3.9,6.7,4.38,1.67,797,77,178,411
3.56,7.29,3.37,1.86,1156,53,213,197
3.22,7.73,4.19,3.16,970,78,241,98
3.6,7.19,5.72,3.45,899,62,171,106
2.43,2.6,5.19,1.0,1319,217,163,1150
4.72,6.32,5.06,2.81,603,69,101,105
4.88,7.17,5.87,3.47,385,50,82,91
2.29,4.68,4.47,3.13,1536,145,202,133
5.45,6.72,2.43,2.77,467,56,308,62
1.82,4.12,2.38,0.9,1297,191,399,1131
2.45,7.33,4.52,3.18,1212,84,262,162
3.99,6.26,5.08,2.7,639,93,125,101
1.76,4.51,4.82,2.49,1815,202,345,148
4.05,5.65,5.59,2.55,554,65,113,141
2.85,6.68,4.09,3.38,1011,117,296,68
4.62,7.59,2.85,2.51,709,47,257,84
5.31,7.67,5.48,3.16,461,49,104,83
3.34,4.5,5.86,3.42,536,124,131,145
4.84,6.91,4.13,2.0,622,80,173,189
3.66,3.7,3.0,2.75,720,115,312,99
2.16,2.92,3.36,1.01,2013,236,359,936
2.86,2.83,3.83,2.53,1070,254,227,171
3.89,3.23,5.65,0.19,587,173,34,11613
2.5,5.05,2.58,3.09,1223,125,558,113
2.42,2.14,3.57,0.98,1452,235,207,1213
1.97,2.65,5.02,2.97,1142,330,168,220
4.81,7.94,5.48,1.93,596,52,82,189
1.63,4.34,2.54,0.69,2069,200,423,2478
3.67,3.18,2.88,2.78,810,125,365,71
4.9,3.56,3.0,0.9,341,111,112,622
5.1,5.35,4.43,1.74,545,70,87,194
2.67,3.32,5.52,1.09,918,189,89,1313
4.11,7.48,5.29,1.12,591,82,89,584
5.27,7.64,2.62,2.73,242,62,166,101
4.0,4.83,5.87,1.98,680,75,90,191
5.24,3.29,3.23,3.05,307,142,207,58
5.45,4.27,2.64,2.4,431,52,238,125
2.89,4.72,2.43,1.2,1438,102,480,450
4.41,3.7,5.17,3.24,519,119,108,92
1.6,6.13,5.17,2.95,1543,117,147,278
5.5,3.43,4.0,1.58,550,93,93,240
4.92,4.8,5.05,1.02,712,89,72,679
5.04,2.72,4.11,2.33,674,123,105,152
3.24,7.59,3.49,2.7,886,49,333,119
4.6,2.32,4.36,0.93,537,178,91,735
5.22,3.16,4.92,3.46,519,106,73,76
4.59,3.65,2.81,1.65,694,142,200,147
2.8,7.73,2.98,2.59,1387,81,273,167
4.99,4.15,4.94,1.9,773,104,77,176
2.25,5.88,2.74,1.31,805,156,416,568
2.45,4.6,2.03,2.48,1771,183,608,163
3.73,2.98,4.39,1.28,821,140,91,638
2.28,7.71,4.98,2.81,1589,95,187,190
3.58,5.79,4.59,0.12,888,79,58,57442
3.92,6.33,4.64,0.99,617,55,35,826
2.71,2.09,3.5,1.74,1114,244,244,369
5.23,2.75,2.77,0.26,311,80,85,6377
5.33,7.9,5.38,0.79,501,59,47,1335
4.01,2.11,3.35,0.6,524,200,125,1800
5.22,6.55,5.39,2.13,534,66,78,110
4.4,4.87,2.12,3.06,420,102,400,59
1.87,5.51,2.77,1.71,1556,177,360,477
3.33,7.14,5.8,0.15,823,90,48,35549
4.71,4.55,3.07,0.75,495,83,104,933
2.05,4.38,5.22,3.3,1951,172,162,124
4.16,4.6,2.72,2.54,885,87,330,111
3.17,7.97,3.51,1.56,817,59,224,429
4.07,2.02,3.25,0.54,833,186,149,2577
5.06,2.24,5.95,0.27,614,115,33,5597
2.81,7.06,4.76,2.68,1056,107,189,243
5.1,5.35,4.99,0.89,539,49,73,1025
4.87,4.11,2.93,1.77,777,86,182,215
1.62,5.9,2.13,3.1,2057,189,835,76
3.86,5.21,3.45,2.29,742,74,241,195
1.78,5.03,4.79,1.48,2463,134,217,702
2.26,5.12,5.01,0.44,1674,145,136,7101
4.24,6.91,5.73,2.28,709,69,65,235
2.92,2.58,4.47,1.36,862,133,145,681
2.51,5.89,4.43,2.06,483,126,272,299
4.99,6.78,3.1,2.95,374,55,171,76
2.96,6.22,2.57,0.93,647,125,259,1088
4.65,5.27,2.26,2.77,401,41,564,74
1.59,2.99,5.81,2.98,2046,253,264,231
5.19,5.59,2.7,1.4,461,75,193,209
5.35,4.04,5.07,2.78,611,69,104,134
5.27,6.68,4.6,0.29,351,57,60,4198
4.64,3.81,3.66,0.5,529,102,110,1602
5.18,7.98,4.87,2.66,596,48,105,90
4.72,7.67,4.03,3.3,668,64,165,76
2.39,4.16,3.31,3.12,1415,110,422,144
4.13,4.4,2.85,1.53,511,118,274,238
2.31,4.16,2.52,2.19,1017,188,567,220
3.93,7.23,4.34,2.87,707,57,237,111
3.34,5.93,5.71,3.34,1190,67,137,43
4.85,7.05,3.51,1.11,485,38,140,455
3.89,7.85,3.06,1.35,692,61,182,303
5.17,7.16,3.14,3.26,625,74,195,63
5.35,3.52,5.96,2.08,632,121,82,192
2.19,3.97,5.7,3.27,1556,115,173,138
3.17,3.79,5.36,3.25,1034,101,154,114
3.39,5.22,2.09,2.73,932,146,564,116
1.85,6.81,2.78,0.39,1891,164,338,8299
2.28,7.22,2.03,1.7,1732,105,572,309
5.05,3.4,3.38,0.55,588,108,137,2245
2.63,6.0,4.3,3.37,1245,123,188,64
2.72,6.05,2.97,0.92,901,133,172,921
5.17,2.81,3.38,2.22,655,111,206,131
4.93,2.28,5.24,2.49,626,122,118,161
3.1,5.31,4.57,0.27,1032,113,69,9943
4.0,7.1,5.23,3.25,603,69,131,106
2.93,4.3,2.46,1.9,772,105,357,237
4.73,6.31,4.52,2.27,544,79,93,147
3.61,4.31,5.26,3.13,700,114,172,108
4.55,5.32,2.09,0.9,754,84,203,448
5.19,4.02,5.23,1.26,396,94,85,410
3.91,2.87,5.79,0.96,945,133,93,1092
2.89,4.04,2.65,1.67,1424,177,490,311
5.09,5.13,5.22,0.31,299,75,38,8566
4.55,3.11,3.5,1.04,736,128,91,455
1.54,2.01,3.51,0.69,2353,398,195,3636
4.54,3.73,2.6,1.12,499,89,160,461
5.15,4.8,4.05,1.43,513,88,93,399
1.97,6.25,4.11,3.46,1005,177,324,132
3.73,6.81,5.31,1.57,692,72,90,363
1.81,7.03,5.44,2.39,1385,163,209,318
4.09,7.54,4.15,0.76,568,60,103,1251
3.64,2.89,2.12,3.49,507,149,510,49
1.72,5.28,5.25,3.09,2378,123,255,222
4.25,4.37,2.64,1.16,602,92,225,505
1.78,5.68,4.94,2.71,1889,217,297,198
2.3,4.11,3.63,2.43,1774,142,359,234
5.48,3.38,5.22,1.82,721,93,66,280
3.26,2.34,5.31,0.27,794,210,52,9859
1.81,2.45,2.5,1.72,1557,282,744,447
2.45,5.63,5.47,0.31,1104,108,59,9468
1.99,5.59,5.57,1.66,1635,158,126,621
5.03,5.2,4.25,2.78,644,67,126,115
1.72,4.26,5.79,0.46,1496,187,103,7542
2.56,2.81,2.79,1.65,1830,119,370,497
3.94,5.65,5.11,1.08,874,75,75,964
4.54,4.75,4.15,1.96,637,76,101,178
1.57,6.13,4.03,2.07,1832,145,387,291
2.28,6.08,4.14,0.28,1582,126,102,12287
1.62,6.49,4.57,0.84,1879,179,228,2523
3.64,7.92,5.75,0.94,1127,84,74,1197
5.28,6.74,4.62,2.15,531,48,92,212
1.96,7.54,2.97,0.48,1775,147,239,5098
4.17,3.82,5.94,2.05,432,96,89,238
4.34,2.72,4.01,2.52,538,146,201,148
3.07,7.84,3.92,0.66,749,99,73,2295
1.58,2.07,5.38,0.73,2675,282,93,4056
2.79,6.51,3.13,1.65,1056,105,347,375
1.77,6.35,3.15,1.0,2316,165,226,1187
4.55,7.52,4.25,1.29,611,66,150,427
2.48,6.46,4.54,1.31,1471,121,167,602
3.87,2.04,3.12,3.27,1061,230,263,77
5.37,5.11,2.69,2.3,674,56,250,101
4.45,6.39,4.85,2.03,581,59,176,138
3.99,2.04,5.62,2.13,630,236,132,178
1.92,2.8,4.07,2.79,1933,322,401,234
1.74,2.66,5.76,1.53,1474,135,199,622
4.82,7.46,3.23,2.64,656,66,239,122
4.06,5.14,2.68,3.07,997,124,193,69
4.5,2.23,5.99,0.56,798,176,48,3366
2.54,6.94,3.32,2.07,649,126,375,277
2.31,4.99,5.84,2.87,1446,76,132,130
4.36,2.59,2.25,2.85,637,178,384,101
4.07,4.92,2.3,0.67,712,89,151,1114
4.15,5.69,4.74,1.9,834,88,116,221
2.21,4.17,3.19,2.4,1103,186,401,195
3.66,4.57,3.5,1.5,766,68,151,391
3.05,7.92,4.11,2.9,1208,91,190,144
5.43,3.0,5.59,3.5,449,131,114,33
2.91,4.81,4.82,1.69,841,93,124,348
5.22,6.72,3.12,0.2,539,48,68,11495
1.95,5.46,5.81,1.38,1851,122,143,1160
2.1,2.68,5.56,0.7,1358,261,117,2800
3.78,3.22,3.23,1.52,771,109,245,269
2.53,3.11,3.43,0.87,1422,232,190,1685
4.59,3.46,2.13,1.44,599,96,236,255
3.8,6.66,4.71,2.32,791,67,126,175
5.1,7.82,3.41,3.42,587,53,204,38
4.08,5.12,3.45,1.42,877,65,166,442
2.41,4.22,2.45,2.65,719,175,551,160
5.48,6.52,2.33,3.35,388,77,480,49
5.33,3.89,5.13,1.51,678,97,77,277
3.4,3.9,5.2,1.15,1073,167,144,897
3.86,3.6,5.5,1.81,540,181,125,269
4.04,4.1,4.2,0.2,820,126,70,17408
2.45,3.94,3.72,1.04,1909,115,233,1108
1.73,2.05,5.55,0.28,1654,398,91,6751
1.98,2.71,3.84,0.73,1693,260,191,3116
2.28,4.93,4.21,0.14,1603,135,51,29117
4.93,7.43,2.05,2.9,433,50,326,62
2.07,3.54,3.5,1.44,1356,167,354,458
2.87,6.44,3.74,1.88,871,111,258,287
2.69,5.58,3.09,3.3,974,100,476,120
2.38,6.74,5.16,3.27,809,111,202,96
5.4,5.91,5.03,0.62,421,53,57,1635
1.96,6.7,5.26,2.29,1415,124,231,160
4.26,4.53,2.85,2.81,598,72,234,94
5.04,7.58,3.67,2.59,585,47,143,97
2.73,3.59,3.04,0.34,1437,164,124,6895
3.62,3.26,2.43,1.23,1023,116,297,559
2.77,2.12,3.98,0.68,1046,189,112,2362
3.25,3.82,4.33,2.11,505,126,154,173
5.14,2.07,5.6,2.54,512,144,44,161
3.65,2.8,4.55,3.37,952,172,161,79
1.63,7.49,2.67,1.63,2738,157,499,592
5.24,7.6,3.42,1.31,721,76,127,288
3.57,3.79,2.03,0.63,763,143,338,1807
3.11,2.79,2.16,0.6,960,191,332,1101
4.6,5.39,4.18,3.3,684,59,189,56
2.58,4.8,5.3,1.32,937,135,117,655
1.81,4.42,4.69,2.99,2587,149,359,220
5.5,3.51,4.96,1.48,437,124,99,211
4.1,6.76,2.7,0.73,821,87,155,1001
3.06,5.37,2.19,1.1,974,124,347,464
2.86,4.2,5.06,2.34,1083,151,165,204
1.85,4.61,3.17,2.29,1843,227,478,270
2.28,2.92,5.84,1.84,1718,277,162,526
3.3,7.92,5.43,1.17,756,86,116,861
4.88,5.58,4.75,1.45,460,87,102,405
2.54,6.51,4.3,2.72,1097,121,279,142
1.81,7.76,4.11,0.63,2303,118,185,3958
4.2,6.83,5.77,3.4,652,66,104,72
4.96,6.69,2.33,3.44,518,61,434,41
3.82,2.19,3.27,2.65,419,146,268,126
5.18,4.82,4.52,2.08,504,93,141,195
4.91,2.46,2.89,2.72,572,126,249,75
4.9,5.25,3.86,2.61,577,90,141,70
2.57,2.81,2.86,1.29,1229,225,289,700
5.14,5.57,4.79,1.51,547,77,112,302
3.26,6.05,2.01,1.95,819,86,555,201
4.09,6.66,5.41,2.71,675,60,115,127
3.7,3.14,5.37,1.21,904,157,80,593
2.46,6.12,5.91,1.67,1558,159,122,452
5.18,4.67,3.22,1.71,516,65,123,217
1.99,6.59,5.2,1.72,1693,175,180,555
1.92,5.57,5.48,3.04,1247,152,264,194
2.55,5.99,3.82,1.77,1397,105,234,241
2.07,6.68,4.65,0.33,1534,86,119,10680
5.06,4.44,3.49,2.66,531,88,97,73
4.97,3.54,2.75,1.46,689,121,225,165
2.16,2.25,5.93,1.32,1365,339,145,725
2.78,6.56,4.16,2.53,722,93,223,242
3.9,3.99,2.73,0.6,911,117,197,1364
4.5,3.32,2.3,1.29,457,83,313,285
3.64,2.71,5.66,2.5,666,166,110,202
4.33,4.45,2.05,0.67,509,74,251,1013
5.13,4.39,4.65,0.68,376,44,66,1456
4.87,4.7,5.77,2.62,616,92,94,107
4.17,7.06,3.37,2.82,616,64,263,85
3.71,4.11,3.84,1.83,747,85,185,272
5.43,3.34,3.52,1.74,427,69,119,249
4.47,5.09,5.54,2.14,918,92,129,173
4.01,2.06,4.9,3.07,658,177,159,31
3.05,2.27,4.2,2.6,818,179,208,141
4.52,5.31,4.74,1.68,505,89,100,301
3.42,5.58,4.08,3.39,508,96,201,87
3.68,4.9,2.39,1.89,881,97,440,223
5.08,5.32,4.36,1.92,546,78,96,235
4.05,4.43,3.48,1.32,686,106,196,424
4.76,7.02,3.58,2.89,543,42,202,98
3.89,4.73,4.45,0.96,774,92,92,1120
3.38,6.25,3.86,2.12,746,116,223,214
1.91,4.52,3.42,3.04,2028,233,335,141
3.14,3.05,5.95,0.37,1080,142,43,6943
4.44,3.54,4.15,1.85,625,115,136,209
2.61,3.96,3.46,1.27,1241,163,211,596
2.59,6.99,4.87,1.69,1163,90,207,500
1.59,3.16,2.01,1.24,1850,328,721,875
4.26,3.43,5.74,3.4,861,115,137,87
2.71,3.51,3.54,0.59,807,181,166,1354
4.76,4.76,2.85,1.91,524,131,155,176
5.0,3.54,2.2,1.5,491,83,252,142
3.53,3.37,2.12,2.55,526,148,483,70
2.93,6.22,2.67,2.3,1181,139,389,157
2.98,3.1,5.25,2.72,825,191,186,238
3.98,4.33,5.42,2.6,727,104,128,155
3.0,4.53,2.68,1.31,1146,106,303,496
2.7,4.94,2.4,3.42,1258,110,368,110
4.0,2.26,3.52,1.67,506,236,204,222
4.98,4.32,3.9,2.17,491,81,123,212
4.19,2.79,2.18,2.4,700,105,208,96
3.4,5.6,5.37,3.13,787,121,139,129
4.19,4.29,4.81,2.18,537,137,144,173
4.03,6.58,5.53,0.19,668,90,33,20701
2.5,6.83,4.8,1.66,1180,135,129,408
4.47,7.1,5.01,0.12,538,58,41,40946
5.41,3.7,3.05,1.6,457,100,107,226
2.73,3.61,2.9,1.32,1274,100,199,709
3.58,3.87,4.08,0.67,908,122,103,2083
3.49,5.87,2.01,3.3,743,45,612,75
3.16,7.24,5.62,0.97,922,90,132,1299
4.83,3.95,3.87,0.66,557,73,81,1538
3.34,2.65,2.51,2.14,878,197,321,195
3.24,4.06,2.31,1.21,945,95,327,467
4.16,2.88,2.75,0.96,834,128,160,601
3.64,4.69,5.25,2.18,853,110,132,167
2.36,2.82,2.24,2.97,1010,157,496,126
2.67,4.74,5.61,2.45,1219,139,124,283
3.21,6.15,2.78,0.3,1073,96,176,9078
4.38,6.84,3.25,2.17,512,66,168,93
5.15,5.71,5.66,2.68,515,60,87,111
3.4,3.94,5.67,3.3,670,81,121,107
2.83,4.94,5.46,2.5,995,129,143,93
3.37,6.35,5.6,2.25,835,88,100,210
2.85,3.3,2.17,1.07,1273,115,266,665
1.6,4.6,5.0,2.56,2696,174,294,369
3.75,4.87,4.59,0.52,1089,93,106,2152
4.58,7.75,5.6,2.45,606,68,125,152
1.84,2.3,3.27,1.74,2088,171,246,448
4.09,6.18,5.22,1.9,696,85,86,230
4.57,4.89,5.48,1.18,441,73,107,615
1.66,5.03,4.47,0.39,1591,166,130,8720
1.95,5.84,2.66,1.89,1093,134,569,396
3.19,2.16,2.5,1.87,911,181,424,242
4.16,7.42,5.76,1.65,580,57,59,425
2.81,7.9,2.46,3.34,858,110,457,100
3.83,5.16,4.17,0.97,718,102,127,763
3.14,7.45,3.87,1.68,1065,74,249,360
2.03,3.13,2.39,3.5,924,201,502,80
5.02,3.9,4.78,0.39,423,121,50,3914
5.47,4.02,4.01,0.6,484,115,63,1798
2.92,6.47,5.4,3.42,741,72,176,132
3.06,4.13,4.77,2.17,1129,116,129,206
4.33,6.21,5.84,2.33,540,81,84,161
2.13,6.82,2.47,0.22,1894,133,187,18140
4.31,2.34,4.43,2.58,691,155,111,142
4.75,5.85,2.01,0.82,540,48,211,703
1.59,3.5,5.71,0.91,2553,288,184,1716
4.5,5.36,4.4,3.27,556,60,134,89
3.61,7.46,5.0,0.53,537,94,63,4542
3.48,4.79,4.28,1.91,830,88,186,228
4.56,3.49,4.49,0.23,671,113,55,12803
3.18,4.0,2.04,1.26,678,147,239,480
4.48,3.9,4.39,2.9,563,94,98,84
5.09,3.39,2.08,1.91,682,95,285,131
1.84,7.74,5.26,0.23,1453,164,72,29854
2.61,3.29,2.21,0.54,685,149,319,3058
3.15,6.1,5.65,1.46,835,57,109,285
2.65,7.13,5.52,1.92,1110,61,130,293
2.83,2.41,5.62,0.62,1035,184,92,3698
1.73,2.58,3.86,1.03,1799,293,255,1574
3.28,3.28,3.79,1.07,810,105,174,489
3.6,3.86,4.08,1.75,614,165,167,366
1.52,5.18,3.29,1.52,1421,206,339,643
5.47,7.98,3.93,1.76,482,49,119,261
3.15,4.26,2.98,0.1,967,119,66,69610
5.29,7.27,4.25,0.57,661,48,60,1633
3.33,7.24,4.63,2.37,824,70,162,150
4.62,7.47,5.24,1.64,580,73,46,362
3.98,2.16,3.04,0.99,669,158,194,733
3.4,4.94,3.64,1.15,1097,118,159,587
3.52,3.98,4.62,2.08,798,127,112,216
4.31,4.06,5.52,0.68,621,92,55,2104
4.37,6.21,2.22,2.71,814,36,271,108
5.4,7.2,4.54,0.39,468,49,50,3552
4.55,2.04,4.74,0.59,592,224,66,1863
3.28,2.59,5.33,2.95,736,179,168,126
1.98,4.81,4.54,1.28,1546,156,183,1124
4.61,5.06,2.91,0.42,501,89,132,2893
4.05,2.87,4.9,0.56,668,147,99,3734
3.84,4.38,4.12,1.91,1048,65,164,267
